Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
1950-01-03,16.65999984741211,16.65999984741211,16.65999984741211,16.65999984741211,1260000,0,0
1950-01-04,16.850000381469727,16.850000381469727,16.850000381469727,16.850000381469727,1890000,0,0
1950-01-05,16.93000030517578,16.93000030517578,16.93000030517578,16.93000030517578,2550000,0,0
1950-01-06,16.979999542236328,16.979999542236328,16.979999542236328,16.979999542236328,2010000,0,0
1950-01-09,17.079999923706055,17.079999923706055,17.079999923706055,17.079999923706055,2520000,0,0
1950-01-10,17.030000686645508,17.030000686645508,17.030000686645508,17.030000686645508,2160000,0,0
1950-01-11,17.09000015258789,17.09000015258789,17.09000015258789,17.09000015258789,2630000,0,0
1950-01-12,16.760000228881836,16.760000228881836,16.760000228881836,16.760000228881836,2970000,0,0
1950-01-13,16.670000076293945,16.670000076293945,16.670000076293945,16.670000076293945,3330000,0,0
1950-01-16,16.719999313354492,16.719999313354492,16.719999313354492,16.719999313354492,1460000,0,0
1950-01-17,16.860000610351562,16.860000610351562,16.860000610351562,16.860000610351562,1790000,0,0
1950-01-18,16.850000381469727,16.850000381469727,16.850000381469727,16.850000381469727,1570000,0,0
1950-01-19,16.8700008392334,16.8700008392334,16.8700008392334,16.8700008392334,1170000,0,0
1950-01-20,16.899999618530273,16.899999618530273,16.899999618530273,16.899999618530273,1440000,0,0
1950-01-23,16.920000076293945,16.920000076293945,16.920000076293945,16.920000076293945,1340000,0,0
1950-01-24,16.860000610351562,16.860000610351562,16.860000610351562,16.860000610351562,1250000,0,0
1950-01-25,16.739999771118164,16.739999771118164,16.739999771118164,16.739999771118164,1700000,0,0
1950-01-26,16.729999542236328,16.729999542236328,16.729999542236328,16.729999542236328,1150000,0,0
1950-01-27,16.81999969482422,16.81999969482422,16.81999969482422,16.81999969482422,1250000,0,0
1950-01-30,17.020000457763672,17.020000457763672,17.020000457763672,17.020000457763672,1640000,0,0
1950-01-31,17.049999237060547,17.049999237060547,17.049999237060547,17.049999237060547,1690000,0,0
1950-02-01,17.049999237060547,17.049999237060547,17.049999237060547,17.049999237060547,1810000,0,0
1950-02-02,17.229999542236328,17.229999542236328,17.229999542236328,17.229999542236328,2040000,0,0
1950-02-03,17.290000915527344,17.290000915527344,17.290000915527344,17.290000915527344,2210000,0,0
1950-02-06,17.31999969482422,17.31999969482422,17.31999969482422,17.31999969482422,1490000,0,0
1950-02-07,17.229999542236328,17.229999542236328,17.229999542236328,17.229999542236328,1360000,0,0
1950-02-08,17.209999084472656,17.209999084472656,17.209999084472656,17.209999084472656,1470000,0,0
1950-02-09,17.280000686645508,17.280000686645508,17.280000686645508,17.280000686645508,1810000,0,0
1950-02-10,17.239999771118164,17.239999771118164,17.239999771118164,17.239999771118164,1790000,0,0
1950-02-14,17.059999465942383,17.059999465942383,17.059999465942383,17.059999465942383,2210000,0,0
1950-02-15,17.059999465942383,17.059999465942383,17.059999465942383,17.059999465942383,1730000,0,0
